motu_word,frequency,example_reference,english_gloss,notes
elihu,12,1SA 1:1,,
itaiava,12,1SA 4:15,,
abinadab,12,1SA 7:1,,
heniguva,12,1SA 8:8,,
inanadaina,12,1SA 9:9,,
soba,12,1SA 14:47,,
momomo-kakani,12,2SA 7:28,,
bataseba,12,2SA 11:3,,
ionadab,12,2SA 13:3,,
kidron,12,2SA 15:23,,
toiahuiosi,12,2SA 23:13,,
haḡaukaradia,12,1KI 5:15,,
habadia,12,1KI 6:5,,
kumia,12,1KI 20:38,,
itataona,12,2KI 8:6,,
tao-tore,12,2KI 11:14,,
amoso,12,2KI 19:2,,
guhidia,12,2KI 19:26,,
ramudia,12,2KI 19:30,,
sefania,12,2KI 25:18,,
berekia,12,1CH 3:20,,
hanana,12,1CH 8:23,,
lohiava,12,1CH 11:2,,
lalo-hata,12,1CH 28:9,,
taiagu,12,2CH 7:15,,
lava,12,2CH 34:11,,
rohe-ahu,12,2CH 35:25,,
media,12,EZR 6:2,,
haheaukamu,12,JOB 2:3,,
gori,12,JOB 3:8,,
reḡereḡegu,12,JOB 3:13,,
hidimu,12,JOB 7:15,,
gini-kau,12,JOB 13:3,,
idibagu,12,JOB 23:9,,
diburana,12,JOB 34:22,,
laroamu,12,PSA 33:18,,
gadigadidia,12,PSA 35:16,,
biaguamu,12,PSA 136:8,,
aiomu,12,PRO 1:9,,
halodia,12,ECC 4:1,,
iabi-daena,12,ECC 4:13,,
helarona,12,ISA 57:10,,
helalo-kerehai,12,JER 9:5,,
idauidau,12,JER 46:1,,
bapatisoa,12,MAT 3:12,,
sebedeo,12,MAT 4:21,,
gehena,12,MAT 5:22,,
malamala,12,MAT 12:4,,
stefano,12,ACT 6:5,,
ginigunana,11,GEN 2:11,,
tutua,11,GEN 3:15,,
badumu,11,GEN 4:6,,
lamek,11,GEN 4:18,,
habubunia,11,GEN 7:24,,
dedan,11,GEN 10:7,,
masa,11,GEN 10:23,,
halao,11,GEN 11:3,,
hadaea,11,GEN 11:4,,
milka,11,GEN 11:29,,
tadi,11,GEN 14:3,,
dabara,11,GEN 14:18,,
maragi,11,GEN 19:22,,
haḡeregu,11,GEN 22:14,,
betuel,11,GEN 22:22,,
gagaena,11,GEN 24:62,,
hamarumarua,11,GEN 24:67,,
hekapa,11,GEN 25:22,,
nanadailaia,11,GEN 26:7,,
he,11,GEN 26:29,,
mainodia,11,GEN 26:31,,
gimamu,11,GEN 28:15,,
gao,11,GEN 29:11,,
bilha,11,GEN 29:29,,
vairamai,11,GEN 31:32,,
turu,11,GEN 32:22,,
horana,11,GEN 35:18,,
sama,11,GEN 36:13,,
aia,11,GEN 36:24,,
beoro,11,GEN 36:32,,
saul,11,GEN 36:37,,
iseina,11,GEN 40:1,,
hadibamai,11,GEN 41:12,,
halohiaia,11,GEN 41:40,,
herarai,11,GEN 42:1,,
gadea,11,GEN 42:24,,
heḡaeḡaelai,11,GEN 43:25,,
madunadia,11,GEN 44:13,,
badibadigu,11,GEN 45:10,,
lohiaiamu,11,GEN 45:26,,
uduguiraiamu,11,GEN 49:7,,
kuroka-kuroka,11,GEN 49:12,,
badinaiava,11,EXO 1:17,,
ivaia,11,EXO 4:25,,
musi,11,EXO 6:19,,
amai,11,EXO 8:10,,
dika-hereana,11,EXO 9:18,,
hakauda,11,EXO 13:16,,
halou,11,EXO 15:21,,
litres,11,EXO 16:36,,
badibadina,11,EXO 19:12,,
noholaiava,11,EXO 20:21,,
matuna,11,EXO 21:6,,
ihaḡuḡuruna,11,EXO 22:1,,
bure,11,EXO 25:31,,
gwauta-ta,11,EXO 26:7,,
raroraro,11,EXO 26:26,,
ikokodia,11,EXO 27:19,,
keme,11,EXO 28:4,,
vainana,11,EXO 28:4,,
baguna,11,EXO 28:38,,
abona,11,EXO 29:20,,
bahudia,11,EXO 29:34,,
hamaraḡia,11,EXO 30:15,,
kane,11,EXO 30:23,,
haḡanimui,11,EXO 34:18,,
nevarilaia,11,LEV 5:9,,
hetuturu,11,LEV 6:27,,
urona,11,LEV 6:28,,
hahelaḡaiamu,11,LEV 7:9,,
ḡou,11,LEV 13:10,,
raḡadia,11,LEV 14:40,,
boudia,11,LEV 17:7,,
naudia,11,LEV 21:5,,
perovetamu,11,NUM 11:27,,
sakuru,11,NUM 13:4,,
horoma,11,NUM 14:45,,
daigunidia,11,NUM 15:38,,
abiram,11,NUM 16:1,,
hekokorokumu,11,NUM 16:3,,
vaevae,11,NUM 16:29,,
horo,11,NUM 20:22,,
dibon,11,NUM 21:30,,
lasere,11,NUM 21:32,,
kahikahidia,11,NUM 22:41,,
toremu,11,NUM 23:24,,
aonegamu,11,NUM 24:16,,
iharina,11,NUM 26:51,,
gwauta-toi,11,NUM 29:13,,
si,11,DEU 3:5,,
siaimui,11,DEU 9:23,,
haḡanilaimuimu,11,DEU 11:13,,
gwaurai-gwaurai,11,DEU 28:37,,
vaitanimu,11,DEU 29:23,,
kudoumu,11,DEU 31:8,,
ḡoeva-dae,11,DEU 32:4,,
gageva-gagevana,11,DEU 32:5,,
laha,11,JOS 2:6,,
hanaiva,11,JOS 3:17,,
gahu,11,JOS 7:6,,
beroto,11,JOS 9:17,,
rahu,11,JOS 10:12,,
adara,11,JOS 15:3,,
rikiriki,11,JOS 23:13,,
hahegani,11,JDG 2:17,,
ehud,11,JDG 3:15,,
vilipopo,11,JDG 20:16,,
gerebu-toi,11,1SA 13:5,,
dapaia,11,1SA 15:33,,
haherahu,11,1SA 20:41,,
hehelai,11,1SA 24:3,,
gwauna,11,1SA 25:24,,
ikamonai-henina,11,1SA 28:21,,
inuinuva,11,1SA 30:16,,
kamuta,11,2SA 5:11,,
bronze,11,2SA 8:10,,
hanunu,11,2SA 10:1,,
ihalona,11,2SA 10:2,,
vatudia,11,2SA 10:6,,
vavea,11,2SA 11:13,,
ihedavari-henina,11,2SA 15:32,,
biagudiava,11,2SA 20:23,,
marea,11,2SA 22:35,,
botadia,11,2SA 22:43,,
hetomu,11,1KI 6:27,,
idibaka,11,1KI 7:14,,
reke-hetomana,11,1KI 7:20,,
ava-keikeidia,11,1KI 7:30,,
hahedinaraiamu,11,1KI 8:23,,
dibadiamu,11,1KI 8:39,,
haheḡaeḡaea,11,1KI 13:13,,
ihagwauta-taurahanina,11,1KI 15:1,,
hakaraia,11,1KI 15:26,,
hanani,11,1KI 16:1,,
tano-laga,11,1KI 19:11,,
moimoilaia,11,2KI 9:33,,
daradaramu,11,2KI 18:19,,
ikerukeru,11,2KI 20:9,,
adaia,11,2KI 22:1,,
iduhu-kahana,11,1CH 5:17,,
domaga-rua,11,1CH 5:21,,
eliele,11,1CH 5:24,,
meraioto,11,1CH 6:6,,
hurama,11,1CH 8:5,,
oronana,11,1CH 21:15,,
harimi,11,1CH 24:8,,
selemia,11,1CH 26:14,,
hamoaledia,11,2CH 10:7,,
habuamu,11,2CH 25:16,,
hagai,11,EZR 5:1,,
kirara,11,NEH 8:3,,
taia,11,JOB 12:11,,
badu-ḡaraḡara,11,JOB 21:20,,
idoadia,11,JOB 34:30,,
hepurai,11,JOB 40:11,,
otoa,11,PSA 9:15,,
mata-ḡaniḡani,11,PSA 10:3,,
noiamu,11,PSA 27:4,,
heabi-dae,11,PSA 30:9,,
moimoilaidia,11,PSA 44:5,,
ubudiamu,11,PSA 74:1,,
ihadaidia,11,PSA 110:1,,
tarika-tarikamu,11,PRO 19:8,,
ihamaurida,11,ISA 47:4,,
neria,11,JER 32:12,,
maseva,11,LAM 4:9,,
hoihoiva,11,EZK 27:12,,
gog,11,EZK 38:2,,
hahetoni,11,MIC 1:14,,
iskariote,11,MAT 10:4,,
abiabiraigumu,11,MAT 18:6,,
hasataurodia,11,MAT 23:34,,
baraba,11,MAT 27:16,,
mata-dika,11,MRK 7:22,,
akaia,11,ACT 18:12,,
hedavauhe,10,GEN 2:21,,
motu,10,GEN 2:23,,
riorio,10,GEN 2:25,,
bagumu,10,GEN 3:17,,
haḡaia,10,GEN 4:11,,
set,10,GEN 4:25,,
taurahani-ta-ahui,10,GEN 5:9,,
lohi,10,GEN 8:2,,
garimui,10,GEN 9:2,,
murimui,10,GEN 9:9,,
gerara,10,GEN 10:19,,
afasad,10,GEN 10:22,,
peleg,10,GEN 10:25,,
taihumu,10,GEN 12:19,,
mamare,10,GEN 13:18,,
ihagwauta-toina,10,GEN 14:4,,
hori,10,GEN 14:6,,
dihimu,10,GEN 15:4,,
edea,10,GEN 16:12,,
itata-utuna,10,GEN 17:14,,
hevaseha,10,GEN 19:14,,
karamai,10,GEN 20:9,,
herevalaigu,10,GEN 20:13,,
paran,10,GEN 21:21,,
tubugu,10,GEN 21:23,,
hesiriumu,10,GEN 24:27,,
grams,10,GEN 24:67,,
padan-aram,10,GEN 25:20,,
kakagu,10,GEN 27:11,,
kopigu,10,GEN 27:11,,
hahelaidia,10,GEN 31:17,,
harahudia,10,GEN 31:28,,
moda,10,GEN 31:34,,
malaka-malaka,10,GEN 31:34,,
gauna,10,GEN 31:54,,
hamomokani,10,GEN 32:10,,
mamaraḡi,10,GEN 33:13,,
hatamona,10,GEN 34:9,,
debora,10,GEN 35:8,,
esere,10,GEN 36:21,,
adulama,10,GEN 38:1,,
ihahedinaraidia,10,GEN 40:8,,
igwauraidia,10,GEN 41:8,,
iduahina,10,GEN 41:49,,
morumu,10,GEN 49:17,,
geresom,10,EXO 2:22,,
koko,10,EXO 3:5,,
aukamu,10,EXO 7:14,,
doene,10,EXO 9:2,,
dikeadia,10,EXO 12:15,,
helalo-tao,10,EXO 13:9,,
hepuni,10,EXO 14:25,,
meriba,10,EXO 17:7,,
heara,10,EXO 21:25,,
hedadaba,10,EXO 21:25,,
kepulu,10,EXO 21:26,,
reireidia,10,EXO 25:10,,
kunipa,10,EXO 26:4,,
tauratoiosi,10,EXO 26:10,,
kokodia,10,EXO 26:19,,
helaḡa-herea,10,EXO 26:33,,
paḡa,10,EXO 28:7,,
tuidia,10,EXO 28:42,,
atagadia,10,EXO 29:2,,
urubina,10,EXO 29:13,,
nevaridia,10,EXO 29:16,,
korodia,10,EXO 37:7,,
keheredia,10,EXO 37:16,,
negeamu,10,LEV 1:16,,
herahiana,10,LEV 2:12,,
bagudiai,10,LEV 4:20,,
sinabadana,10,LEV 8:23,,
kemedia,10,LEV 9:20,,
mimiro,10,LEV 11:34,,
haḡoevaiamu,10,LEV 14:14,,
miana,10,LEV 14:15,,
kanudia,10,LEV 15:8,,
vaga,10,LEV 16:29,,
heala,10,LEV 21:20,,
hehoi,10,LEV 25:39,,
hahisihisia,10,LEV 25:43,,
isiaimui,10,LEV 25:46,,
bodohilaia,10,LEV 27:13,,
haheḡereḡerea,10,LEV 27:16,,
-,10,NUM 3:15,,
rehob,10,NUM 13:21,,
datan,10,NUM 16:1,,
lohiadiamu,10,NUM 16:3,,
peoro,10,NUM 23:28,,
hefere,10,NUM 26:32,,
selofehad,10,NUM 26:33,,
kibidia,10,NUM 31:6,,
hahekwakwanaidia,10,NUM 31:16,,
tahata,10,NUM 33:26,,
dokana,10,NUM 34:5,,
ramoto,10,DEU 4:43,,
padamui,10,DEU 5:5,,
doadoa,10,DEU 8:15,,
nanidia,10,DEU 12:15,,
nemailaia,10,DEU 12:21,,
hapadidi,10,DEU 19:6,,
raḡaia,10,DEU 19:14,,
ilapa,10,DEU 23:25,,
eremui,10,DEU 27:9,,
ihadikamui,10,DEU 28:63,,
haginimu,10,DEU 32:6,,
papamu,10,JOS 1:18,,
hegeḡe,10,JOS 6:4,,
daudaumu,10,JOS 6:5,,
aialono,10,JOS 10:12,,
idurudia,10,JOS 10:33,,
hereadiava,10,JOS 11:10,,
sora,10,JOS 15:33,,
idadaraina,10,JOS 22:23,,
bubunimu,10,JOS 23:14,,
vairadai,10,JOS 24:17,,
gaal,10,JDG 9:26,,
rakana,10,JDG 14:9,,
noigu,10,RUT 2:7,,
idavalaina,10,1SA 2:5,,
mailaimu,10,1SA 2:29,,
dekedai,10,1SA 5:7,,
ha-auka,10,1SA 6:6,,
gwauraiava,10,1SA 9:9,,
nahasa,10,1SA 11:1,,
atomui,10,1SA 17:47,,
helalokau,10,1SA 18:1,,
haeroamu,10,1SA 20:7,,
kerete,10,1SA 30:14,,
hahinemui,10,2SA 1:24,,
simea,10,2SA 13:3,,
maoromu,10,2SA 14:21,,
udana,10,2SA 18:6,,
moalegu,10,2SA 18:11,,
hururuna,10,2SA 22:13,,
taramu,10,2SA 23:4,,
gerebu-hitu,10,2SA 24:15,,
suneme,10,1KI 1:3,,
dikalai,10,1KI 14:16,,
idabai-taona,10,2KI 6:13,,
sebna,10,2KI 18:18,,
hadaudaua,10,2KI 20:6,,
sekania,10,1CH 3:21,,
imere,10,1CH 9:12,,
iedutunu,10,1CH 9:16,,
hegunalai,10,1CH 9:34,,
imodaina,10,1CH 25:3,,
guriḡuri,10,2CH 6:29,,
hone,10,2CH 13:15,,
tahomu,10,2CH 25:8,,
ariadia,10,2CH 31:3,,
burukadia,10,EZR 3:12,,
goadalaiamu,10,EZR 5:8,,
sanbalata,10,NEH 2:10,,
vasati,10,EST 1:9,,
abidiamu,10,JOB 5:13,,
kakavakava,10,JOB 6:3,,
henitaona,10,JOB 6:22,,
itagumu,10,JOB 7:8,,
hahemase,10,JOB 9:23,,
noimu,10,JOB 11:19,,
haeromu,10,JOB 21:6,,
hahonuamu,10,JOB 21:24,,
lodu,10,JOB 23:6,,
gurudia,10,JOB 36:29,,
gimadiamu,10,PSA 5:11,,
hahaneamu,10,PSA 14:4,,
basieto,10,PSA 35:25,,
taia-kudima,10,PSA 38:13,,
moalemui,10,PSA 100:2,,
hakania,10,PSA 118:18,,
henanadaimu,10,PSA 119:82,,
matada,10,PSA 123:2,,
hahedinaraimu,10,PRO 11:13,,
ita-ita,10,PRO 12:15,,
noinoimu,10,PRO 18:23,,
maraḡi-maraḡi,10,PRO 24:10,,
dabuidia,10,ISA 3:17,,
kibo,10,ISA 52:11,,
bagudia,10,JER 9:26,,
ole,10,EZK 32:3,,
ḡoregu,10,MAT 10:33,,
bapatisodia,10,MAT 28:19,,
abiabiraiamu,10,JHN 4:42,,
feliki,10,ACT 23:24,,
matudia,9,GEN 2:7,,
mahalalel,9,GEN 5:12,,
iafet,9,GEN 5:32,,
mauriva,9,GEN 7:23,,
taunimanina,9,GEN 7:23,,
metaira-metaira,9,GEN 8:3,,
paḡadia,9,GEN 9:23,,
tarua,9,GEN 9:23,,
mesek,9,GEN 10:2,,
asuru,9,GEN 10:22,,
vavana,9,GEN 12:5,,
dihigu,9,GEN 15:2,,
haḡuḡuru,9,GEN 15:16,,
hakepuludia,9,GEN 19:11,,
siaimai,9,GEN 19:13,,
hedoa,9,GEN 21:34,,
ruha,9,GEN 24:32,,
labana,9,GEN 25:27,,
vasiahu,9,GEN 25:34,,
madinamo,9,GEN 30:11,,
daina,9,GEN 30:21,,
horolaia,9,GEN 31:13,,
ḡahusia,9,GEN 34:2,,
ḡoevadia,9,GEN 35:2,,
rio,9,GEN 35:2,,
hegwaroto,9,GEN 35:17,,
ieusu,9,GEN 36:5,,
sobal,9,GEN 36:20,,
halohiamai,9,GEN 37:8,,
huamu,9,GEN 40:7,,
taunimanimadia,9,GEN 41:36,,
ono,9,GEN 41:45,,
davalaia,9,GEN 44:4,,
iha-aukana,9,GEN 45:1,,
ihamaurimui,9,GEN 45:5,,
toretania,9,GEN 45:25,,
karami,9,GEN 46:9,,
nanadaimui,9,GEN 46:33,,
hisihisidia,9,GEN 47:9,,
tau-animai,9,GEN 47:18,,
sisiana,9,GEN 49:27,,
ietero,9,EXO 3:1,,
dadihaidia,9,EXO 3:22,,
libni,9,EXO 6:17,,
iohururu,9,EXO 9:7,,
ḡole,9,EXO 10:25,,
etam,9,EXO 13:20,,
hevaira-hehenina,9,EXO 14:2,,
kariotadia,9,EXO 14:7,,
mutu,9,EXO 15:5,,
idaimu,9,EXO 15:11,,
kudou-hetaha,9,EXO 15:16,,
igunalaina,9,EXO 16:22,,
nadu,9,EXO 16:23,,
aniava,9,EXO 16:35,,
ilalolaina,9,EXO 20:24,,
ise,9,EXO 21:24,,
hahekwakwanaimu,9,EXO 23:33,,
hahetohona,9,EXO 25:39,,
english,9,EXO 26:15,,
itautau,9,EXO 27:9,,
samarago,9,EXO 28:18,,
iaspi,9,EXO 28:20,,
itoredia,9,EXO 30:12,,
ihahelai-kauna,9,EXO 30:18,,
besalele,9,EXO 31:2,,
uri,9,EXO 31:2,,
kokidia,9,EXO 33:5,,
momoru,9,EXO 37:23,,
gunalaia,9,EXO 38:21,,
iva,9,LEV 1:8,,
bogibada,9,LEV 11:14,,
kokokoko,9,LEV 11:16,,
lalata,9,LEV 11:21,,
hekaramu,9,LEV 12:2,,
manuna,9,LEV 14:6,,
sisisisi,9,LEV 16:12,,
dokidia,9,LEV 16:23,,
molek,9,LEV 18:21,,
sinamui,9,LEV 19:3,,
inoḡo,9,LEV 19:9,,
ihana,9,LEV 20:21,,
hahelaḡadiamu,9,LEV 21:6,,
matakepulu,9,LEV 22:22,,
halohiamui,9,LEV 26:17,,
negemui,9,LEV 26:25,,
kaukaudia,9,NUM 6:3,,
iharuahuina,9,NUM 10:11,,
pelete,9,NUM 16:1,,
imahuiosi,9,NUM 16:35,,
vinena,9,NUM 20:5,,
kemoso,9,NUM 21:29,,
haḡereamu,9,NUM 23:9,,
aloe,9,NUM 24:6,,
hahedinaraidia,9,NUM 31:12,,
reḡuamu,9,NUM 31:30,,
kade-baranea,9,NUM 32:8,,
ikoulaidia,9,NUM 32:16,,
inikahana,9,NUM 32:19,,
anakim,9,DEU 1:28,,
inuva,9,DEU 9:9,,
ihanamomui,9,DEU 10:13,,
hahedibalai,9,DEU 13:5,,
heutu,9,DEU 23:1,,
ogoḡamimu,9,DEU 24:15,,
hamorudia,9,DEU 24:20,,
dadihai,9,DEU 28:33,,
turu-hanai,9,JOS 2:7,,
vairada,9,JOS 8:6,,
makeda,9,JOS 10:10,,
maresa,9,JOS 15:44,,
abiesere,9,JOS 17:2,,
iohiadia,9,JOS 22:30,,
hamanadadia,9,JOS 24:23,,
imodaidia,9,JDG 5:9,,
tui,9,JDG 7:5,,
delila,9,JDG 16:3,,
ḡuigu,9,JDG 16:7,,
kirikirilaigu,9,JDG 16:10,,
eregabena,9,JDG 18:3,,
daha-tauratoi,9,JDG 20:15,,
hohodia,9,JDG 21:23,,
hoihoilai,9,RUT 4:7,,
ram,9,RUT 4:19,,
ha-uraia,9,1SA 1:6,,
hamomokaniamu,9,1SA 12:5,,
mikmasa,9,1SA 13:2,,
hare,9,1SA 17:10,,
ihaheḡereḡerena,9,1SA 21:9,,
ketomu,9,2SA 3:34,,
baanaha,9,2SA 4:2,,
italaidia,9,2SA 5:23,,
itai,9,2SA 15:19,,
henemailaia,9,2SA 18:18,,
henimuva,9,2SA 18:31,,
hatamonadia,9,2SA 19:14,,
bikri,9,2SA 20:1,,
ḡaubadabadadia,9,2SA 21:16,,
arauna,9,2SA 24:16,,
hegegemadai,9,1KI 4:31,,
vareailaidia,9,1KI 7:51,,
hamiaia,9,1KI 8:45,,
kohu-habou,9,1KI 9:19,,
elefant,9,1KI 10:18,,
guruna,9,1KI 18:41,,
hahegoada,9,1KI 20:22,,
ihanamo-louna,9,2KI 12:7,,
menaheme,9,2KI 15:14,,
resini,9,2KI 15:37,,
g,9,2KI 19:3,,
gini-maoro,9,2KI 21:13,,
heḡeḡe-madai,9,2KI 23:5,,
tofete,9,2KI 23:10,,
neko,9,2KI 23:29,,
pedaia,9,2KI 23:36,,
hamaurua,9,2KI 25:4,,
sabada,9,1CH 2:36,,
sebadia,9,1CH 8:15,,
iedaia,9,1CH 9:10,,
iosabad,9,1CH 12:4,,
kikina,9,1CH 16:28,,
ihamaurimai,9,1CH 16:35,,
kwakikwakidia,9,1CH 20:6,,
hahebua,9,1CH 21:12,,
iharuahui-hanina,9,1CH 24:18,,
bukadia,9,1CH 29:29,,
lalo-manoka,9,2CH 13:7,,
kadmiele,9,EZR 2:40,,
hadihoamu,9,JOB 5:10,,
uloulo,9,JOB 7:5,,
helao,9,JOB 13:4,,
hunigu,9,JOB 14:13,,
koekoena,9,JOB 15:27,,
haeremu,9,JOB 19:7,,
daugu,9,JOB 19:21,,
ihalodia,9,JOB 21:2,,
hamauriamu,9,JOB 22:29,,
hitolodia,9,JOB 24:10,,
dauremu,9,JOB 27:8,,
heveri,9,JOB 31:22,,
hekwarahina,9,JOB 34:13,,
banimu,9,JOB 38:40,,
nenediamu,9,PSA 11:4,,
hadikadiamu,9,PSA 15:3,,
tahumumu,9,PSA 40:16,,
ganona,9,PSA 52:2,,
hakanidia,9,PSA 59:5,,
tohoamu,9,PSA 66:10,,
reaiamu,9,PSA 102:4,,
maḡumu,9,PSA 147:13,,
eregabemu,9,PRO 5:18,,
lohiamu,9,PRO 8:15,,
hegwauraimu,9,PRO 12:9,,
heḡonaḡonalai,9,PRO 18:3,,
lalo-pararana,9,PRO 28:11,,
lai-gubana,9,ISA 17:13,,
ikamonaidia,9,ISA 30:9,,
hamaorolaimuimu,9,ISA 42:9,,
havahudia,9,ISA 42:15,,
tubuadia,9,ISA 51:11,,
memeromui,9,JER 3:14,,
memero-memero,9,LAM 2:11,,
beletesasara,9,DAN 1:7,,
amos,9,AMO 1:1,,
aḡeva,9,MAT 7:6,,
lakobo,9,MAT 13:55,,
filipi,9,MAT 16:13,,
mero-mero,9,MAT 18:2,,
kaiafa,9,MAT 26:3,,
hatonidia,9,MRK 6:46,,
gwauraigumu,9,LUK 6:46,,
rabi,9,JHN 1:38,,
korenelio,9,ACT 10:1,,
mareko,9,ACT 12:12,,
tesalonika,9,ACT 17:1,,
korinto,9,ACT 18:1,,
reremu,8,GEN 1:21,,
ida-idana,8,GEN 1:27,,
huaiamu,8,GEN 4:6,,
narimumu,8,GEN 4:7,,
lulugu,8,GEN 4:14,,
kalagadia,8,GEN 4:20,,
enos,8,GEN 4:26,,
kenan,8,GEN 5:9,,
ravamu,8,GEN 6:18,,
kuia,8,GEN 8:4,,
mukou,8,GEN 8:6,,
tubal,8,GEN 10:2,,
put,8,GEN 10:6,,
sinara,8,GEN 10:10,,
usu,8,GEN 10:23,,
iobab,8,GEN 10:29,,
hekamo,8,GEN 11:3,,
ivadia,8,GEN 15:10,,
kopimui,8,GEN 17:11,,
autoi,8,GEN 18:6,,
hakekeroa,8,GEN 19:32,,
kiriat-araba,8,GEN 23:2,,
iguridia,8,GEN 23:11,,
halohiadia,8,GEN 25:16,,
gunika,8,GEN 25:29,,
elon,8,GEN 26:34,,
hahenamona,8,GEN 28:4,,
lusu,8,GEN 28:19,,
reḡudiava,8,GEN 29:9,,
senuna,8,GEN 31:46,,
itotohina,8,GEN 32:10,,
hegaga,8,GEN 32:30,,
penuel,8,GEN 32:31,,
dogo,8,GEN 33:9,,
gunalaigu,8,GEN 33:14,,
dai,8,GEN 34:25,,
oholibama,8,GEN 36:2,,
sibeon,8,GEN 36:2,,
dison,8,GEN 36:21,,
ebal,8,GEN 36:23,,
bosra,8,GEN 36:33,,
vaḡivaḡina,8,GEN 38:18,,
raho-namo,8,GEN 39:6,,
hereagumu,8,GEN 39:9,,
agevana,8,GEN 41:42,,
umadia,8,GEN 41:48,,
keho,8,GEN 41:56,,
mainomui,8,GEN 44:17,,
itamai,8,GEN 44:31,,
lalo-hisihisina,8,GEN 44:31,,
rosidia,8,GEN 45:15,,
iubulaidia,8,GEN 47:24,,
nemaidia,8,GEN 48:6,,
tubudia,8,GEN 48:12,,
haroroa,8,GEN 48:14,,
tau-guna,8,GEN 48:14,,
iuna,8,EXO 4:4,,
haḡanimumu,8,EXO 4:23,,
vasiga,8,EXO 4:25,,
palapalana,8,EXO 4:25,,
misael,8,EXO 6:22,,
lulumui,8,EXO 11:1,,
toutouna,8,EXO 12:5,,
balaia,8,EXO 12:6,,
mamana,8,EXO 13:21,,
imodaimumu,8,EXO 15:11,,
hadaidia,8,EXO 15:17,,
maumauraidia,8,EXO 16:2,,
kuborodia,8,EXO 16:14,,
hagahagana,8,EXO 17:6,,
ḡadeḡade,8,EXO 17:7,,
tuna,8,EXO 22:1,,
haraia,8,EXO 22:6,,
ihagagevana,8,EXO 23:2,,
lalo-ani,8,EXO 23:8,,
ihaheralaidia,8,EXO 25:7,,
siriudia,8,EXO 26:3,,
au-ima,8,EXO 26:26,,
karuhia,8,EXO 26:34,,
moḡe,8,EXO 28:11,,
ihaheḡereḡeredia,8,EXO 28:21,,
bogarau,8,EXO 29:13,,
ḡoledia,8,EXO 29:13,,
bulodia,8,EXO 30:25,,
koki,8,EXO 32:2,,
heroho,8,EXO 32:33,,
iruana,8,EXO 34:21,,
haheboudia,8,EXO 35:1,,
gwadadia,8,LEV 2:14,,
dikea,8,LEV 7:14,,
davedia,8,LEV 8:27,,
pouka,8,LEV 13:29,,
dokilaia,8,LEV 19:19,,
iabi-louna,8,LEV 25:26,,
kudou,8,LEV 26:5,,
hamotudia,8,LEV 26:13,,
kumidia,8,NUM 4:10,,
ihuadia,8,NUM 4:15,,
heheato,8,NUM 4:25,,
buloaḡauna,8,NUM 7:25,,
bonanani,8,NUM 7:28,,
rakatanimai,8,NUM 10:31,,
heitamu,8,NUM 11:6,,
safata,8,NUM 13:5,,
anak,8,NUM 13:22,,
heḡeregerena,8,NUM 14:17,,
gaḡaena,8,NUM 14:22,,
pisga,8,NUM 21:20,,
edrei,8,NUM 21:33,,
boromakaudia,8,NUM 23:22,,
hagahaga,8,NUM 24:21,,
havarava,8,NUM 25:1,,
sei,8,NUM 28:14,,
elata,8,DEU 2:8,,
maakata,8,DEU 3:14,,
hehenina,8,DEU 3:29,,
ḡoḡoeva-ḡoḡoeva,8,DEU 9:5,,
medudia,8,DEU 11:11,,
ihua-ihuadia,8,DEU 11:20,,
igwau-taodia,8,DEU 15:9,,
vahana,8,DEU 18:3,,
manada-manada,8,DEU 28:54,,
hui,8,DEU 32:42,,
sabdi,8,JOS 7:1,,
negemai,8,JOS 7:7,,
aseka,8,JOS 10:10,,
iabin,8,JOS 11:1,,
doro,8,JOS 11:2,,
komutadia,8,JOS 11:13,,
afek,8,JOS 12:18,,
estaol,8,JOS 15:33,,
soko,8,JOS 15:35,,
maono,8,JOS 15:55,,
ofra,8,JOS 18:23,,
ruahui-rua,8,JOS 19:30,,
lopa,8,JOS 19:46,,
abdon,8,JOS 21:30,,
haga-nadina,8,JDG 6:26,,
salmon,8,JDG 9:48,,
koukouna,8,JDG 9:53,,
ḡuimu,8,JDG 15:12,,
hamasegu,8,JDG 15:18,,
raka-vareai,8,JDG 19:27,,
la,8,RUT 2:7,,
bitua,8,RUT 2:14,,
narimu,8,RUT 4:15,,
kirikirilaidiamu,8,1SA 2:1,,
ḡaniḡani,8,1SA 2:29,,
ihabaida,8,1SA 4:7,,
itahudia,8,1SA 10:2,,
kudou-hetahadia,8,1SA 13:7,,
ae-raka,8,1SA 15:4,,
kakorodia,8,1SA 17:17,,
haraga,8,1SA 17:17,,
manadalai,8,1SA 17:39,,
varani,8,1SA 20:27,,
rimuna,8,1SA 24:4,,
ḡonaḡonalaidia,8,1SA 25:14,,
ierahamele,8,1SA 27:10,,
gilboa,8,1SA 28:4,,
dubudia,8,1SA 31:9,,
raramu,8,2SA 1:16,,
idibamu,8,2SA 2:21,,
gavaia,8,2SA 2:24,,
elifelete,8,2SA 5:16,,
ireguna,8,2SA 7:7,,
hemaunu,8,2SA 12:19,,
verigu,8,2SA 22:17,,
imuda,8,2SA 22:19,,
haheḡereḡeredia,8,2SA 23:18,,
ariele,8,2SA 23:20,,
asamavete,8,2SA 23:31,,
ihi-ihiraigu,8,1KI 2:8,,
dobudia,8,1KI 4:29,,
etana,8,1KI 4:31,,
bada-hereadia,8,1KI 7:10,,
